symbol,rule,signal_date,eligible_date,days_to_eligible,holder_class,confidence,basis
BVCL,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
CAPILLARY,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
CINELINE,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
COALINDIA,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
CRAFTSMAN,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
DOMS,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
EBGNG,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
EPACK,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
EXCELINDUS,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
EXICOM,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
FUSION,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
GALAPREC,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
GICRE,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
GNA,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
GOODLUCK,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
HCC,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
HEALTHX,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
HIRECT,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
INDIASHLTR,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
INFY,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
IRFC,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
JSFB,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
JSWSTEEL,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
KMEW,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
KPITTECH,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
LANDSMILL,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
LODHA,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
MAXIND,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
MOSCHIP,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
NAZARA,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
NHPC,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
NIBE,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
NLCINDIA,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
NRBBEARING,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
ORIENTALTL,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
PARACABLES,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
POCL,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
PREMIERENE,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
PWL,promoter_stake_declining,2026-08-07,2026-08-07,0,promoter,medium,"promoter+group down [ 0.6   1.32  2.87  1.99  2.77  1.5   3.26 12.73  1.14  0.88  1.44  2.99
  5.31  6.66  7.69  1.4   0.78  1.42  2.    2.01  7.    3.94  0.73  0.83
  1.27  0.59  0.65  5.    2.65  2.45  0.55  0.77  1.34  1.49  0.56  1.75
  4.91  1.03  2.07  0.82  4.97  1.96  1.44  0.52  1.21  6.01  0.81  2.73
  6.47  1.36  3.3   2.95  5.45  1.03  2.69  8.77  4.69  2.74  0.89  7.
  2.31  1.    5.02 21.78  4.61  7.53  5.87  0.98  1.07  1.66 56.11  0.64
  1.12  1.13] pp QoQ"
